Student_ID,Attendance,Internal_Marks,Previous_CGPA,Assignment_Score,Assignment_Submission,Study_Hours,Backlogs,Sleep_Hours,Previous_Failures,Risk_Category,Risk_Label
STU0303,69.6,77.4,7.89,81.0,39.6,1.6,0,4.6,2,1,Medium Risk
STU0304,46.3,42.6,5.94,37.4,76.0,4.4,0,7.9,1,1,Medium Risk
STU0305,46.6,41.6,8.19,84.2,21.2,3.7,2,8.7,1,2,High Risk
STU0306,65.2,81.8,3.77,63.1,90.4,1.8,0,8.7,0,1,Medium Risk
STU0307,75.5,93.0,7.04,71.1,81.4,3.5,3,5.7,0,1,Medium Risk
STU0308,64.5,67.3,4.8,80.8,54.7,1.0,0,6.6,1,1,Medium Risk
STU0309,30.8,66.0,8.19,97.2,92.1,2.2,0,5.2,0,1,Medium Risk
STU0310,68.4,73.8,8.2,41.4,79.5,1.5,0,7.2,0,1,Medium Risk
STU0311,62.4,67.4,6.05,54.1,42.7,3.3,1,8.1,4,1,Medium Risk
STU0312,62.8,53.5,7.86,37.2,83.4,3.3,1,7.1,0,1,Medium Risk
STU0313,79.3,59.0,6.76,38.9,80.2,2.0,1,8.9,0,1,Medium Risk
STU0314,92.7,50.7,5.53,68.0,70.1,4.9,3,7.8,0,1,Medium Risk
STU0315,86.5,57.1,5.63,42.9,87.9,3.8,2,5.4,1,0,Low Risk
STU0316,85.8,62.8,8.31,25.0,78.1,4.6,1,6.4,0,1,Medium Risk
STU0317,57.0,73.6,4.4,49.0,54.7,4.1,0,9.8,1,1,Medium Risk
STU0318,44.5,76.4,2.66,24.2,95.2,0.8,3,5.7,2,2,High Risk
STU0319,89.7,80.7,6.62,74.6,46.9,2.7,3,9.0,0,1,Medium Risk
STU0320,92.1,49.0,5.32,86.8,44.2,0.7,2,6.0,1,1,Medium Risk
STU0321,100.0,80.1,7.09,18.8,93.0,1.9,2,7.5,1,1,Medium Risk
STU0322,85.6,44.2,8.74,52.7,53.4,3.1,3,4.1,1,1,Medium Risk
STU0323,76.0,78.3,7.74,20.5,79.4,3.0,0,4.5,0,1,Medium Risk
STU0324,81.3,72.2,3.3,92.8,83.5,4.3,1,7.2,2,0,Low Risk
STU0325,72.0,71.2,5.76,34.0,84.3,5.1,0,6.0,2,1,Medium Risk
STU0326,41.9,76.9,8.97,62.7,88.1,3.3,0,8.2,1,1,Medium Risk
STU0327,48.5,73.9,4.68,67.7,28.1,2.5,3,7.0,0,2,High Risk
STU0328,60.7,77.6,8.24,56.4,69.2,3.0,0,8.1,0,0,Low Risk
STU0329,52.3,73.4,6.53,75.9,91.4,7.0,3,7.7,0,1,Medium Risk
STU0330,75.0,46.2,6.92,84.1,60.5,3.4,0,8.1,0,1,Medium Risk
STU0331,50.5,54.0,6.86,34.7,100.0,3.0,0,6.7,0,1,Medium Risk
STU0332,52.2,83.8,7.09,78.2,64.8,1.8,1,9.3,0,1,Medium Risk
STU0333,51.9,44.1,6.89,62.2,65.9,3.0,1,5.2,1,1,Medium Risk
STU0334,71.2,66.4,2.79,75.3,96.0,1.9,3,7.8,1,1,Medium Risk
STU0335,73.8,67.2,5.45,36.3,97.8,4.1,2,9.6,0,1,Medium Risk
STU0336,62.4,81.4,5.52,38.2,79.1,0.9,0,5.1,1,1,Medium Risk
STU0337,64.1,56.5,8.61,79.2,37.6,1.5,0,7.9,2,1,Medium Risk
STU0338,90.0,76.6,6.74,48.7,70.6,1.8,0,6.7,2,1,Medium Risk
STU0339,84.5,84.8,7.68,54.5,52.3,2.8,2,6.3,2,1,Medium Risk
STU0340,25.2,68.9,6.08,56.4,89.3,3.8,0,6.4,0,1,Medium Risk
STU0341,49.0,58.4,5.57,66.0,90.0,2.6,0,7.3,4,1,Medium Risk
STU0342,60.3,66.6,8.07,43.8,60.7,5.2,0,4.7,0,1,Medium Risk
STU0343,86.6,88.6,7.23,26.5,76.0,1.5,1,7.9,0,0,Low Risk
STU0344,91.6,86.6,8.39,41.6,70.4,4.0,0,6.1,2,1,Medium Risk
STU0345,45.1,12.7,5.45,85.0,47.5,2.5,0,7.7,0,1,Medium Risk
STU0346,83.2,35.6,6.55,48.6,59.4,0.2,0,5.3,1,1,Medium Risk
STU0347,18.4,71.3,7.77,63.7,95.6,2.5,1,6.3,0,1,Medium Risk
STU0348,87.6,68.2,6.44,88.5,19.3,1.4,0,5.3,0,0,Low Risk
STU0349,57.6,41.2,3.24,82.3,86.3,4.8,3,3.8,0,1,Medium Risk
STU0350,91.6,54.0,7.29,86.7,38.7,5.1,3,6.9,0,1,Medium Risk
STU0351,66.4,44.7,3.08,82.7,48.9,1.9,0,9.7,0,1,Medium Risk
STU0352,90.1,72.9,8.53,85.6,92.9,5.0,0,8.7,0,0,Low Risk
STU0353,92.5,63.8,4.05,75.2,88.5,2.7,0,7.2,0,1,Medium Risk
STU0354,57.0,85.3,2.79,76.7,16.5,2.9,1,5.2,1,1,Medium Risk
STU0355,56.2,63.5,6.18,91.5,73.3,1.2,1,3.8,1,1,Medium Risk
STU0356,73.1,67.4,7.12,88.9,97.7,1.8,0,7.2,2,0,Low Risk
STU0357,64.2,63.3,4.96,67.3,54.6,1.5,0,5.0,0,1,Medium Risk
STU0358,89.1,65.3,9.26,83.6,59.4,3.3,0,5.7,3,0,Low Risk
STU0359,72.2,74.7,8.46,80.9,76.1,3.3,1,8.7,2,0,Low Risk
STU0360,47.8,59.8,4.44,77.3,23.2,3.3,0,4.9,0,1,Medium Risk
STU0361,98.1,69.3,4.04,54.8,83.8,4.8,2,5.8,0,1,Medium Risk
STU0362,62.3,76.5,6.73,48.0,14.3,2.7,0,7.5,0,1,Medium Risk
STU0363,81.6,53.7,7.74,52.3,96.5,3.4,0,5.8,1,1,Medium Risk
STU0364,89.2,94.7,8.86,92.5,97.3,2.5,3,8.2,1,0,Low Risk
STU0365,61.6,55.5,7.67,38.6,100.0,3.9,1,7.5,0,1,Medium Risk
STU0366,52.7,85.1,5.81,71.7,92.1,6.8,3,8.5,0,1,Medium Risk
STU0367,84.7,54.4,6.37,74.6,90.3,1.7,0,4.1,0,1,Medium Risk
STU0368,46.3,48.0,5.74,41.3,18.1,0.0,2,8.2,0,2,High Risk
STU0369,73.5,51.7,6.43,42.5,76.4,0.6,0,5.1,1,1,Medium Risk
STU0370,36.1,54.3,7.78,24.1,48.0,5.6,0,5.4,1,1,Medium Risk
STU0371,62.0,92.4,5.83,39.5,57.9,4.1,0,9.1,0,1,Medium Risk
STU0372,62.8,80.8,6.52,61.4,20.6,5.0,4,6.4,2,2,High Risk
STU0373,64.3,69.0,8.35,64.8,71.2,3.4,4,4.0,0,1,Medium Risk
STU0374,50.1,71.5,6.28,76.4,85.4,2.2,1,5.5,0,1,Medium Risk
STU0375,98.0,70.4,8.87,73.0,100.0,0.3,1,4.4,0,0,Low Risk
STU0376,89.1,42.8,6.2,81.5,88.1,1.8,0,5.8,0,0,Low Risk
STU0377,65.7,80.8,7.72,38.9,41.0,1.3,4,5.6,2,1,Medium Risk
STU0378,49.3,36.4,7.29,51.4,84.9,2.8,0,6.8,1,1,Medium Risk
STU0379,67.6,71.5,4.89,91.1,53.1,0.3,0,7.6,3,1,Medium Risk
STU0380,38.2,46.1,6.03,78.7,69.4,0.8,0,6.0,0,1,Medium Risk
STU0381,52.5,70.7,5.99,35.2,88.0,4.9,0,7.0,2,1,Medium Risk
STU0382,80.3,46.9,7.82,79.9,50.7,2.6,0,8.9,0,1,Medium Risk
STU0383,36.6,73.1,7.23,65.4,45.1,0.4,0,5.3,0,1,Medium Risk
STU0384,95.2,51.3,7.99,35.7,22.7,4.8,1,5.3,0,1,Medium Risk
STU0385,60.8,47.3,8.32,92.4,68.3,2.4,0,5.5,0,1,Medium Risk
STU0386,42.5,45.3,6.79,53.4,57.1,2.4,1,7.0,1,1,Medium Risk
STU0387,52.7,17.2,3.63,77.6,57.1,0.3,1,10.6,4,2,High Risk
STU0388,61.1,66.4,7.36,85.6,96.7,1.4,1,6.4,1,1,Medium Risk
STU0389,69.5,55.2,2.91,47.2,47.9,1.1,0,6.9,1,2,High Risk
STU0390,66.2,70.2,7.8,76.5,42.1,4.7,0,6.6,0,0,Low Risk
STU0391,82.4,79.5,4.8,76.0,98.9,1.9,1,6.3,0,0,Low Risk
STU0392,56.5,54.2,8.44,92.6,87.2,4.1,0,9.3,0,1,Medium Risk
STU0393,82.0,70.3,5.93,67.9,70.0,0.6,0,5.8,4,1,Medium Risk
STU0394,70.5,72.6,5.16,77.9,62.2,4.3,0,7.1,0,1,Medium Risk
STU0395,99.9,80.2,4.98,71.4,42.7,4.0,0,4.8,0,0,Low Risk
STU0396,78.3,63.5,6.45,59.0,93.0,2.0,0,7.2,0,1,Medium Risk
STU0397,57.7,72.4,5.24,83.3,86.2,4.7,1,3.0,2,1,Medium Risk
STU0398,66.4,74.5,6.95,60.8,43.1,2.8,0,7.2,0,1,Medium Risk
STU0399,73.3,76.1,6.7,55.1,61.7,3.8,3,7.3,0,1,Medium Risk
STU0400,59.3,43.6,6.91,71.9,56.9,2.6,5,4.6,1,2,High Risk
STU0401,75.4,47.0,7.07,43.1,34.6,1.7,0,8.7,2,1,Medium Risk
STU0402,82.3,37.2,6.98,81.8,44.9,4.2,0,8.5,1,1,Medium Risk
STU0403,55.8,80.7,8.76,50.8,55.9,5.5,0,7.5,2,1,Medium Risk
STU0404,37.0,67.3,7.53,80.5,90.1,2.7,0,7.1,0,1,Medium Risk
STU0405,62.0,57.7,9.48,77.1,84.3,1.0,0,8.1,1,1,Medium Risk
STU0406,51.4,42.7,4.24,57.6,93.7,1.6,0,9.7,2,1,Medium Risk
STU0407,95.8,32.2,4.3,75.1,23.1,3.5,0,6.3,3,1,Medium Risk
STU0408,85.0,25.8,8.87,20.7,51.6,3.2,1,7.2,0,2,High Risk
STU0409,75.3,60.3,4.99,70.7,76.2,6.7,0,8.9,0,1,Medium Risk
STU0410,60.5,55.2,9.51,45.6,69.1,2.4,2,9.5,0,1,Medium Risk
STU0411,76.3,61.5,5.47,63.7,60.5,0.3,0,8.1,0,1,Medium Risk
STU0412,92.9,77.8,8.44,80.2,75.4,1.7,4,9.4,2,1,Medium Risk
STU0413,41.1,27.6,5.16,45.2,6.8,1.6,1,6.9,1,2,High Risk
STU0414,85.1,94.5,8.02,82.6,96.6,3.4,4,7.1,0,0,Low Risk
STU0415,42.1,56.2,8.13,79.0,72.8,1.4,0,5.0,0,1,Medium Risk
STU0416,55.6,76.4,5.16,85.2,87.6,1.1,1,4.2,0,1,Medium Risk
STU0417,40.5,20.3,6.79,81.3,79.1,4.9,0,8.4,4,2,High Risk
STU0418,80.8,32.1,9.04,91.3,71.8,4.2,1,5.4,0,1,Medium Risk
STU0419,87.5,77.4,5.96,58.9,52.7,5.4,3,8.5,0,1,Medium Risk
STU0420,88.6,75.0,4.61,92.1,89.8,0.5,0,6.5,0,0,Low Risk
STU0421,57.3,75.6,8.39,79.3,33.5,5.4,0,8.5,0,0,Low Risk
STU0422,34.8,81.3,6.95,53.0,80.5,3.4,1,8.6,0,1,Medium Risk
STU0423,67.2,67.4,8.02,33.1,35.8,0.3,5,5.6,2,1,Medium Risk
STU0424,71.1,76.9,5.82,87.5,50.6,1.1,0,7.5,1,1,Medium Risk
STU0425,70.4,96.9,5.33,82.4,82.0,2.8,1,8.1,2,0,Low Risk
STU0426,80.2,82.4,9.19,18.3,32.2,0.7,1,6.9,0,1,Medium Risk
STU0427,75.3,51.0,3.54,16.2,24.5,5.9,0,9.1,0,1,Medium Risk
STU0428,94.9,72.9,7.61,92.2,75.0,1.1,1,9.9,0,0,Low Risk
STU0429,99.8,51.8,6.74,54.2,75.5,4.8,0,7.1,0,1,Medium Risk
STU0430,63.8,83.3,4.81,15.2,90.6,2.6,3,4.4,0,1,Medium Risk
STU0431,51.4,30.5,5.65,70.0,88.3,2.1,2,7.1,0,1,Medium Risk
STU0432,69.2,66.9,8.9,91.3,100.0,4.0,0,8.4,1,0,Low Risk
STU0433,76.0,74.3,6.61,52.9,61.0,1.9,0,7.5,3,1,Medium Risk
STU0434,87.7,39.8,6.53,53.6,89.6,4.6,1,6.5,0,1,Medium Risk
STU0435,47.6,42.8,8.6,53.1,84.5,2.1,0,7.6,0,1,Medium Risk
STU0436,100.0,71.8,5.82,46.3,74.0,2.9,0,6.2,2,1,Medium Risk
STU0437,87.6,66.3,8.02,23.1,89.2,4.1,4,7.1,0,1,Medium Risk
STU0438,49.3,31.1,5.15,57.7,100.0,1.8,1,6.8,0,2,High Risk
STU0439,83.0,74.7,7.71,77.7,94.2,3.2,0,7.3,1,0,Low Risk
STU0440,48.6,50.4,6.93,77.0,73.9,2.5,0,6.7,1,1,Medium Risk
STU0441,95.8,24.6,6.02,51.7,86.5,1.1,0,9.0,0,1,Medium Risk
STU0442,75.0,33.3,5.17,72.7,86.2,1.3,1,6.1,1,1,Medium Risk
STU0443,62.6,93.9,7.11,76.0,57.4,4.8,0,9.5,1,1,Medium Risk
STU0444,63.9,47.8,6.98,51.9,64.6,1.0,2,4.3,0,1,Medium Risk
STU0445,82.4,26.8,7.16,70.8,87.7,3.8,1,7.9,0,1,Medium Risk
STU0446,49.1,36.7,6.54,51.8,64.4,4.3,1,8.2,0,1,Medium Risk
STU0447,47.2,50.2,5.75,45.1,74.4,4.0,0,7.0,0,2,High Risk
STU0448,83.0,39.6,6.23,80.6,91.2,5.6,1,8.7,0,1,Medium Risk
STU0449,89.6,100.0,8.02,89.7,96.0,3.0,0,5.1,1,0,Low Risk
STU0450,58.2,61.1,3.93,21.6,40.1,3.1,0,9.7,0,1,Medium Risk
STU0451,56.4,81.8,5.3,64.0,33.0,5.1,0,6.8,1,1,Medium Risk
STU0452,73.2,64.8,2.98,66.9,82.1,1.3,2,7.4,1,1,Medium Risk
STU0453,75.2,32.8,8.68,52.9,85.4,2.9,0,7.4,0,1,Medium Risk
STU0454,43.4,39.8,5.02,44.3,90.9,0.1,0,8.2,1,1,Medium Risk
STU0455,47.9,46.6,8.79,61.6,46.7,0.1,0,5.7,2,1,Medium Risk
STU0456,66.3,74.6,8.04,22.3,77.9,4.3,2,6.8,2,1,Medium Risk
STU0457,77.0,85.1,8.15,41.1,88.4,1.3,0,5.9,0,0,Low Risk
STU0458,65.9,47.2,6.78,15.8,88.1,2.3,2,7.7,0,1,Medium Risk
STU0459,76.8,46.0,8.71,39.1,33.5,3.5,1,7.7,0,1,Medium Risk
STU0460,100.0,68.6,6.71,11.2,92.3,5.0,3,8.6,1,1,Medium Risk
STU0461,78.4,65.8,5.0,59.3,94.9,2.6,2,7.8,0,1,Medium Risk
STU0462,49.8,88.3,3.62,55.6,46.4,3.5,0,8.0,0,1,Medium Risk
STU0463,68.1,15.9,6.38,67.0,42.3,1.6,1,6.2,0,2,High Risk
STU0464,87.2,63.4,6.11,35.9,61.2,2.5,0,5.6,1,1,Medium Risk
STU0465,70.3,60.5,8.89,46.1,53.1,1.3,1,9.8,0,1,Medium Risk
STU0466,31.2,53.5,5.54,91.7,94.6,0.1,5,6.3,0,2,High Risk
STU0467,53.9,27.1,7.33,62.6,68.8,3.8,0,5.9,0,1,Medium Risk
STU0468,26.6,70.3,6.67,62.7,52.8,2.5,1,7.6,0,1,Medium Risk
STU0469,66.3,81.7,2.71,81.3,66.8,0.6,0,6.7,0,1,Medium Risk
STU0470,69.0,56.4,6.81,85.2,90.9,3.3,0,5.9,0,1,Medium Risk
STU0471,75.0,90.3,4.03,66.8,15.0,2.2,0,7.3,1,1,Medium Risk
STU0472,49.0,65.2,2.95,97.1,87.3,4.1,1,7.2,0,1,Medium Risk
STU0473,57.2,49.7,7.56,57.2,94.9,2.7,1,6.4,1,1,Medium Risk
STU0474,67.7,61.6,1.4,78.9,65.5,3.8,1,7.4,4,1,Medium Risk
STU0475,84.4,72.3,7.3,76.4,85.2,4.0,0,4.6,3,0,Low Risk
STU0476,33.0,68.6,7.17,68.8,92.8,4.6,1,6.6,1,1,Medium Risk
STU0477,63.8,76.5,8.64,81.5,72.9,2.7,5,4.3,0,1,Medium Risk
STU0478,66.6,76.3,5.17,35.9,93.1,2.1,0,5.6,1,1,Medium Risk
STU0479,85.6,70.8,6.88,6.4,74.0,3.2,0,6.6,1,1,Medium Risk
STU0480,85.4,44.2,2.15,28.7,80.6,5.2,4,6.3,0,2,High Risk
STU0481,76.3,67.1,9.02,9.8,46.5,3.0,0,6.6,2,1,Medium Risk
STU0482,66.8,83.8,3.28,44.4,100.0,4.2,0,8.1,0,1,Medium Risk
STU0483,51.5,73.0,5.48,67.9,100.0,2.1,0,5.9,0,0,Low Risk
STU0484,57.3,75.1,7.48,94.0,87.2,1.0,0,7.1,0,1,Medium Risk
STU0485,78.8,74.9,8.1,75.2,89.0,1.4,1,5.1,0,0,Low Risk
STU0486,18.8,57.0,8.6,68.4,62.8,1.9,1,8.4,1,2,High Risk
STU0487,78.9,50.6,7.77,70.4,56.9,4.1,4,4.3,0,1,Medium Risk
STU0488,51.4,78.2,6.86,46.6,83.2,0.1,3,6.3,2,1,Medium Risk
STU0489,48.9,23.9,7.58,79.8,69.6,5.1,1,5.2,1,1,Medium Risk
STU0490,87.0,67.1,7.2,71.3,88.4,4.4,3,5.5,0,1,Medium Risk
STU0491,85.4,66.2,9.29,52.8,68.0,2.4,0,8.3,0,1,Medium Risk
STU0492,78.8,86.5,7.25,76.7,68.0,3.5,1,7.9,0,0,Low Risk
STU0493,63.4,75.3,7.81,58.3,100.0,4.7,0,6.6,0,0,Low Risk
STU0494,47.4,60.2,6.46,75.9,61.7,3.0,2,6.6,2,1,Medium Risk
STU0495,61.1,72.7,4.33,50.1,48.6,2.1,0,9.7,1,1,Medium Risk
STU0496,89.3,54.6,8.14,82.5,48.8,5.7,0,6.1,0,1,Medium Risk
STU0497,86.6,66.8,6.3,28.4,90.8,1.4,2,6.4,4,1,Medium Risk
STU0498,52.7,49.0,5.72,92.4,95.6,2.8,1,7.3,2,1,Medium Risk
STU0499,58.6,73.1,8.73,75.3,94.0,3.0,2,7.0,0,1,Medium Risk
STU0500,70.4,40.2,5.13,76.0,92.1,2.0,0,6.6,3,1,Medium Risk
STU0501,100.0,40.7,4.08,49.1,76.7,4.2,0,5.5,0,1,Medium Risk
STU0502,47.5,57.1,4.52,73.8,92.4,1.1,0,5.4,2,1,Medium Risk
STU0503,65.5,79.4,8.73,67.7,99.7,3.2,0,6.4,2,1,Medium Risk
STU0504,63.2,73.5,5.66,37.7,77.7,4.3,0,7.2,0,1,Medium Risk
STU0505,81.6,76.9,6.66,55.5,98.0,2.7,1,6.5,0,1,Medium Risk
STU0506,36.9,64.0,6.52,79.8,53.9,3.8,0,6.1,1,1,Medium Risk
STU0507,46.8,57.3,4.22,72.5,92.7,3.4,1,7.2,0,1,Medium Risk
STU0508,93.2,67.4,8.47,88.0,28.9,6.5,0,8.2,0,0,Low Risk
STU0509,79.7,48.0,5.41,52.2,92.5,0.7,1,7.0,0,1,Medium Risk
STU0510,41.0,80.8,5.68,70.5,95.5,4.1,3,6.9,3,1,Medium Risk
STU0511,83.9,62.1,5.73,0.0,67.9,5.4,1,8.6,4,1,Medium Risk
STU0512,85.4,51.3,7.4,15.9,86.6,0.4,0,7.0,0,1,Medium Risk
STU0513,95.3,79.1,6.29,67.6,69.8,1.3,2,9.6,2,1,Medium Risk
STU0514,64.0,74.4,8.59,34.6,16.6,2.8,0,7.3,1,1,Medium Risk
STU0515,79.4,57.6,9.52,58.7,70.0,3.2,1,4.5,1,0,Low Risk
STU0516,82.2,45.7,7.97,55.3,61.4,5.8,1,5.3,0,0,Low Risk
STU0517,85.5,42.8,9.58,94.2,55.9,3.5,5,3.3,1,1,Medium Risk
STU0518,95.5,23.2,2.45,67.7,95.0,6.5,1,8.4,0,1,Medium Risk
STU0519,59.6,80.9,7.26,96.5,48.7,0.9,0,6.4,0,0,Low Risk
STU0520,90.0,81.6,6.01,41.1,64.6,5.3,1,7.6,2,1,Medium Risk
STU0521,38.5,41.3,5.81,34.4,35.9,2.8,0,6.0,0,2,High Risk
STU0522,77.1,35.9,7.11,39.4,75.1,3.9,2,5.7,0,1,Medium Risk
STU0523,83.8,39.5,8.6,55.5,46.2,5.4,0,6.9,1,1,Medium Risk
STU0524,52.7,64.2,7.96,62.4,91.9,2.2,1,5.4,0,1,Medium Risk
STU0525,47.1,89.4,7.73,76.8,75.7,2.1,0,4.3,1,0,Low Risk
STU0526,50.5,51.1,7.48,78.1,90.1,0.2,1,6.5,0,1,Medium Risk
STU0527,58.0,50.2,6.74,77.2,88.9,3.2,4,8.8,0,1,Medium Risk
STU0528,90.4,83.2,5.89,72.3,90.0,3.8,1,8.6,0,0,Low Risk
STU0529,71.7,80.9,9.07,83.2,49.8,0.2,0,8.8,1,1,Medium Risk
STU0530,88.1,66.5,9.05,100.0,58.3,3.1,2,6.7,1,1,Medium Risk
STU0531,52.4,69.4,4.34,58.9,73.0,3.9,0,7.4,0,1,Medium Risk
STU0532,46.2,83.4,6.65,82.9,80.4,4.0,2,7.6,1,0,Low Risk
STU0533,72.1,78.3,7.27,54.5,100.0,0.6,0,7.1,2,0,Low Risk
STU0534,57.5,87.0,5.16,52.0,62.8,4.7,1,6.7,1,1,Medium Risk
STU0535,81.6,84.1,4.4,38.8,71.5,1.8,0,4.8,0,1,Medium Risk
STU0536,85.5,75.6,5.23,61.9,76.1,0.8,1,6.8,0,1,Medium Risk
STU0537,65.4,64.1,7.45,35.7,96.8,2.7,0,8.5,0,1,Medium Risk
STU0538,96.0,58.9,4.81,64.0,75.7,0.4,0,6.9,0,0,Low Risk
STU0539,74.0,46.8,8.96,31.2,75.6,5.8,1,5.5,0,1,Medium Risk
STU0540,80.9,83.7,6.74,57.6,45.9,3.1,0,7.3,0,0,Low Risk
STU0541,41.8,75.3,5.65,39.3,98.1,0.9,3,9.3,0,1,Medium Risk
STU0542,42.5,80.9,7.19,47.2,84.9,4.4,3,9.1,0,1,Medium Risk
STU0543,43.0,56.9,6.7,80.2,80.1,4.4,2,5.6,1,1,Medium Risk
STU0544,85.1,46.7,6.64,79.1,35.3,0.4,0,8.6,2,1,Medium Risk
STU0545,77.8,48.9,7.7,79.1,64.4,4.4,0,5.9,0,1,Medium Risk
STU0546,37.8,43.7,7.41,77.4,94.1,3.4,4,8.6,1,1,Medium Risk
STU0547,97.0,87.7,5.94,75.3,86.7,0.3,0,4.2,0,0,Low Risk
STU0548,96.8,63.8,7.68,50.0,28.6,2.6,1,9.5,1,1,Medium Risk
STU0549,54.2,60.7,6.27,72.6,74.7,3.4,0,8.3,0,1,Medium Risk
STU0550,78.3,41.9,3.83,38.6,40.9,3.7,1,7.4,0,1,Medium Risk
STU0551,79.4,25.8,6.67,78.7,88.0,1.1,1,7.7,0,1,Medium Risk
STU0552,57.2,19.4,4.84,60.2,89.2,0.9,1,6.7,1,2,High Risk
STU0553,96.7,17.1,6.23,75.0,14.3,1.6,1,5.3,1,1,Medium Risk
STU0554,65.4,59.1,3.32,70.8,87.2,1.6,2,6.9,0,1,Medium Risk
STU0555,51.1,84.5,7.39,68.6,51.8,2.4,0,7.8,1,1,Medium Risk
STU0556,65.0,72.4,5.32,54.9,74.5,3.1,0,10.2,1,1,Medium Risk
STU0557,43.9,54.0,4.59,46.5,72.7,2.6,4,6.6,1,1,Medium Risk
STU0558,83.2,82.9,4.54,28.0,43.6,3.2,0,10.7,0,1,Medium Risk
STU0559,95.8,62.4,7.53,39.1,92.5,1.2,1,7.2,1,0,Low Risk
STU0560,55.9,74.0,5.8,51.2,61.7,3.5,1,7.6,1,1,Medium Risk
STU0561,56.6,71.9,6.31,84.7,66.6,1.2,2,7.5,0,1,Medium Risk
STU0562,61.4,22.3,7.33,50.1,47.5,3.6,1,8.0,0,2,High Risk
STU0563,86.8,76.2,6.29,34.7,70.7,2.9,2,8.2,0,1,Medium Risk
STU0564,65.1,69.1,6.81,85.1,49.1,0.8,0,6.6,0,1,Medium Risk
STU0565,77.9,76.4,6.61,66.3,51.4,2.5,3,7.4,1,1,Medium Risk
STU0566,87.9,67.0,3.6,34.1,48.3,4.8,0,7.5,0,1,Medium Risk
STU0567,62.3,71.9,7.66,90.1,89.3,4.3,0,6.7,1,0,Low Risk
STU0568,79.5,82.7,4.02,41.8,98.0,4.1,2,6.0,2,1,Medium Risk
STU0569,97.3,8.5,7.74,54.6,85.7,4.0,1,8.8,0,1,Medium Risk
STU0570,32.9,14.0,6.47,59.3,66.8,1.9,0,7.3,1,1,Medium Risk
STU0571,70.8,59.6,7.08,70.5,95.9,2.1,3,6.1,1,1,Medium Risk
STU0572,59.2,79.4,6.35,60.7,94.7,0.0,2,8.0,0,1,Medium Risk
STU0573,55.5,75.1,6.81,91.0,76.4,2.5,3,8.9,0,2,High Risk
STU0574,64.7,77.0,9.05,35.6,41.0,2.8,0,5.8,0,1,Medium Risk
STU0575,66.0,81.0,7.45,88.6,0.0,0.0,0,6.2,2,1,Medium Risk
STU0576,66.5,78.1,7.62,61.5,45.5,3.3,0,6.7,2,1,Medium Risk
STU0577,71.1,13.4,6.77,75.7,74.2,3.4,2,8.0,4,2,High Risk
STU0578,41.0,64.2,6.46,63.9,65.5,2.3,0,5.5,0,1,Medium Risk
STU0579,86.2,53.8,8.9,61.3,75.4,2.9,4,7.3,0,1,Medium Risk
STU0580,90.5,79.2,4.67,62.3,21.3,5.5,0,6.3,0,0,Low Risk
STU0581,35.0,52.5,7.92,81.6,39.0,3.5,1,8.2,1,1,Medium Risk
STU0582,90.5,78.8,5.69,47.1,90.8,3.0,0,6.0,0,0,Low Risk
STU0583,31.1,37.3,7.04,54.5,91.1,3.2,2,7.8,0,2,High Risk
STU0584,62.9,49.9,8.12,55.9,38.5,3.9,1,9.7,0,1,Medium Risk
STU0585,84.6,38.1,9.28,81.5,100.0,2.2,4,7.9,0,1,Medium Risk
STU0586,87.6,44.8,6.58,8.0,55.7,4.3,0,6.7,0,1,Medium Risk
STU0587,73.8,76.8,7.99,17.1,49.5,4.5,2,6.8,0,0,Low Risk
STU0588,74.6,42.7,2.9,74.9,66.3,2.6,2,7.1,0,1,Medium Risk
STU0589,64.8,82.9,7.02,26.6,56.7,5.5,0,4.7,0,0,Low Risk
STU0590,33.9,52.5,7.76,33.6,89.7,3.6,3,6.7,1,1,Medium Risk
STU0591,67.0,52.6,7.49,61.7,91.2,1.5,0,9.8,2,1,Medium Risk
STU0592,91.5,69.3,5.97,65.9,68.2,1.8,3,7.6,0,1,Medium Risk
STU0593,31.4,34.4,6.58,60.6,67.4,3.7,0,6.3,0,1,Medium Risk
STU0594,71.8,100.0,8.09,85.1,68.0,3.4,0,5.2,0,0,Low Risk
STU0595,32.3,47.8,6.49,88.3,82.0,5.2,0,8.4,0,1,Medium Risk
STU0596,83.8,63.2,8.52,65.8,79.3,2.4,0,10.3,0,0,Low Risk
STU0597,77.5,38.1,7.88,89.7,75.1,1.5,1,11.4,0,1,Medium Risk
STU0598,35.6,58.2,3.87,89.8,94.9,0.3,1,9.9,0,1,Medium Risk
STU0599,73.5,90.4,7.82,84.1,62.9,3.0,3,8.8,0,1,Medium Risk
STU0600,81.6,67.6,6.37,82.1,59.5,5.3,0,9.5,0,1,Medium Risk
STU0601,83.4,70.3,6.25,36.8,98.2,2.4,0,6.8,1,1,Medium Risk
STU0602,71.4,82.4,8.81,45.2,34.1,4.0,0,6.3,1,1,Medium Risk
STU0603,59.3,41.5,9.94,65.6,57.9,3.2,0,7.2,0,1,Medium Risk
STU0604,29.0,40.4,4.7,32.7,93.2,0.4,0,6.1,0,1,Medium Risk
STU0605,91.5,60.4,3.21,43.3,95.5,5.7,1,6.9,3,1,Medium Risk
STU0606,20.8,46.2,8.58,51.4,85.2,5.1,0,5.3,0,2,High Risk
